FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G0-pks
836,4522.7024,1,64560699.19,0.035277515,
838,4522.735744,1,64560732.49,0.034615065,
840,4522.769056,1,64560765.82,0.034739586,
842,4522.8024,1,64560799.22,0.034814298,
844,4522.835744,1,64560832.5,0.033760024,
846,4522.869056,1,64560865.84,0.033168966,
848,4522.9024,1,64560899.16,0.034114493,
850,4522.935744,1,64560932.36,0.035451844,
852,4522.969056,1,64560965.82,0.035060019,
854,4523.0024,1,64560999.37,0.035753184,
856,4523.035744,1,64561032.41,0.035291627,
858,4523.069056,1,64561065.78,0.035503312,
860,4523.1024,1,64561099.2,0.034597632,
862,4523.135744,1,64561132.52,0.034730454,
864,4523.169056,1,64561165.9,0.035409507,
866,4523.202368,1,64561199.07,0.035028474,
868,4523.235712,1,64561232.45,0.035020172,
870,4523.269056,1,64561265.89,0.035336455,
872,4523.302368,1,64561299.23,0.034919726,
874,4523.335712,1,64561332.56,0.034862446,
876,4523.369056,1,64561365.99,0.03440255,
878,4523.402368,1,64561399.1,0.034024008,
880,4523.435712,1,64561432.45,0.034308745,
882,4523.469024,1,64561465.92,0.034197506,
884,4523.502368,1,64561499.23,0.034921386,
886,4523.535712,1,64561532.48,0.035021833,
888,4523.569024,1,64561565.94,0.035264233,
890,4523.602368,1,64561599.13,0.035804652,
892,4523.635712,1,64561632.58,0.035562252,
894,4523.669024,1,64561665.84,0.036140028,
896,4523.702368,1,64561699.16,0.034970364,
898,4523.735712,1,64561732.65,0.034414172,
900,4523.769024,1,64561766.02,0.033444572,
902,4523.802368,1,64561799.28,0.033504342,
904,4523.835712,1,64561832.64,0.033441251,
906,4523.869024,1,64561866.0,0.033530076,
908,4523.902368,1,64561899.29,0.033702744,
910,4523.935712,1,64561932.6,0.034690608,
912,4523.969024,1,64561965.98,0.034505487,
914,4524.002368,1,64561999.35,0.035368,
916,4524.03568,1,64562032.44,0.035749033,
918,4524.069024,1,64562065.98,0.035424449,
920,4524.102336,1,64562099.23,0.034924707,
922,4524.13568,1,64562132.56,0.035544819,
924,4524.169024,1,64562165.9,0.035022663,
926,4524.202336,1,64562199.32,0.035232687,
928,4524.23568,1,64562232.69,0.035149674,
930,4524.268992,1,64562266.05,0.034771961,
932,4524.302336,1,64562299.32,0.035343096,
934,4524.33568,1,64562332.65,0.035297438,
936,4524.368992,1,64562366.0,0.035324833,
938,4524.402336,1,64562399.28,0.035801332,
940,4524.43568,1,64562432.67,0.034963723,
942,4524.468992,1,64562466.07,0.034737096,
944,4524.502336,1,64562499.17,0.034389268,
946,4524.53568,1,64562532.61,0.034213279,
948,4524.568992,1,64562565.94,0.03446481,
950,4524.602336,1,64562599.26,0.034497186,
952,4524.63568,1,64562632.69,0.035135561,
954,4524.668992,1,64562666.09,0.035862762,
956,4524.702336,1,64562699.38,0.035069981,
958,4524.735648,1,64562732.71,0.034614235,
960,4524.768992,1,64562766.08,0.034111172,
962,4524.802336,1,64562799.24,0.034330328,
964,4524.835648,1,64562832.69,0.034710531,
966,4524.868992,1,64562866.16,0.034549484,
968,4524.902304,1,64562899.43,0.035170427,
970,4524.935648,1,64562932.76,0.034922216,
972,4524.968992,1,64562966.0,0.034566917,
974,4525.002304,1,64562999.32,0.035115638,
976,4525.035648,1,64563032.73,0.035175408,
978,4525.068992,1,64563066.11,0.034758679,
980,4525.102304,1,64563099.48,0.034657402,
982,4525.135648,1,64563132.63,0.034748717,
984,4525.16896,1,64563166.12,0.03482675,
986,4525.202304,1,64563199.31,0.034870748,
988,4525.235648,1,64563232.68,0.035163786,
990,4525.26896,1,64563266.14,0.035212764,
992,4525.302304,1,64563299.48,0.035077452,
994,4525.335648,1,64563332.79,0.034851654,
996,4525.36896,1,64563366.2,0.035035945,
998,4525.402304,1,64563399.92,0.034963723,
1000,4525.435648,1,64563432.64,0.034538693,
1002,4525.46896,1,64563466.3,0.034375156,
1004,4525.502304,1,64563499.44,0.034211619,
1006,4525.535616,1,64563532.84,0.033622221,
1008,4525.56896,1,64563566.16,0.034718832,
1010,4525.602272,1,64563599.37,0.034054723,
1012,4525.635616,1,64563632.72,0.034837542,
1014,4525.66896,1,64563666.04,0.03440421,
